author,rating,title,content,votes,date
obscure23,1,Nao funciona,Não presta,0,2025-11-27T18:27:18-07:00
Ladyane Najara,1,Erro,Aplicativo não tá fazendo login há dias,0,2025-11-15T17:37:00-07:00
Cipulli01,5,Melhor de todos!,Me chamem para ser seu embaixador no Brasil!,0,2025-11-12T10:31:22-07:00
Anthony_155,5,Melhor app,Ótimo aplicativo,0,2025-10-27T05:25:56-07:00
nisdenis,5,Muito bom,"Um passatempo que me da bitcoins, adorei",0,2025-10-22T19:51:55-07:00
ZBD help,1,Can’t create account,Pls help me :(,0,2025-09-28T19:45:52-07:00
Glauberfranciele,5,Ótimo,10,0,2025-09-13T10:09:28-07:00
chatinha7492,1,não consigo nem criar uma conta,simplesmente não deixam eu criar uma conta no app (??),0,2025-09-05T07:13:03-07:00
Tarja345,1,Verificação,"Infelizmente depois que começaram a exigir verificação de identidade  para sacar os sats o app começou a apresentar problemas! Lamentável isso, estou parando de usar.",0,2025-08-27T21:12:57-07:00
Lorde@,5,Top,5,0,2025-08-13T19:15:55-07:00
Lulabr33,5,Gostei,"Jogo paga direitinho, tem opções pra ganhar os satoshis diariamente, seja assistindo propaganda ou participando dos desafios, e é bem fácil de usar, só que precisa saber inglês pra mexer direitinho.",0,2025-08-06T05:42:11-07:00
Pior aqaapp,1,Esse app é fraude,"Quando vc junta os 21 reais, ele pede pra fazer validação e, assim que vc faz, o site da erro e eles banem sua conta.
Não adianta entrar em contato com suporte e tudo a mesma coisa!",0,2025-08-05T08:06:08-07:00
ciiarlly,1,Não faz login,Tentei criar conta varias vezes e sempre aparece uma mensagem de erro,0,2025-07-10T19:20:38-07:00
Kelsonr19,5,Muito bom,Adorei,0,2025-07-10T07:42:41-07:00
Re1228,5,Perdi minhas recompensas,Meu app deslogou e quando fui logar novamente perdi todas as minhas recompensas o que faço? Perdi mais de 5.000 sats,0,2025-06-26T18:47:35-07:00
Mikaelrodri,5,Ótimo 👍🏻,Ótimo 👍🏻,0,2025-06-22T09:31:36-07:00
August07071,5,Muito bom,Paga muito mesmo,0,2025-06-19T10:50:52-07:00
darkLoki2,5,For people who have some knowledge,This app can make some money fast but you need some experience and patience,0,2025-06-11T12:00:45-07:00
