rank,nome,url,descricao,estrelas,watchers,forks,linguagem,criado,atualizado,pushed_at,tamanho,licenca,licenca_spdx,topics,open_issues,default_branch,archived,disabled,private,fork,owner,owner_type,owner_url,owner_avatar,has_issues,has_projects,has_wiki,has_pages,has_downloads,allow_forking,is_template,web_commit_signoff_required,visibility,forks_url,clone_url,homepage,termo
1,LeoJansen/natalmppr2026,https://github.com/LeoJansen/natalmppr2026,,0,0,0,TypeScript,2025-11-25T00:25:28Z,2025-12-12T00:25:38Z,2025-12-12T00:25:34Z,36057,,,,0,main,False,False,False,False,LeoJansen,User,https://github.com/LeoJansen,https://avatars.githubusercontent.com/u/73442268?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/LeoJansen/natalmppr2026/forks,https://github.com/LeoJansen/natalmppr2026.git,https://natalmppr2026.vercel.app,natal 2026
2,cacaushowshoppingsalvador-ops/foldercacaushow,https://github.com/cacaushowshoppingsalvador-ops/foldercacaushow,Folder Natal 2026 Cacau Show,0,0,0,,2025-10-29T21:04:51Z,2025-10-29T21:04:51Z,2025-10-29T21:04:51Z,0,,,,0,main,False,False,False,False,cacaushowshoppingsalvador-ops,User,https://github.com/cacaushowshoppingsalvador-ops,https://avatars.githubusercontent.com/u/241004962?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/cacaushowshoppingsalvador-ops/foldercacaushow/forks,https://github.com/cacaushowshoppingsalvador-ops/foldercacaushow.git,,natal 2026
3,Jhonx-coder/Perayaan-Natal-dan-Tahun-Baru-2025-2026,https://github.com/Jhonx-coder/Perayaan-Natal-dan-Tahun-Baru-2025-2026,Natal dan Tahun Baru 2025/2026,0,0,0,,2025-12-08T02:33:10Z,2025-12-08T02:33:14Z,2025-12-08T02:33:10Z,0,,,,0,main,False,False,False,False,Jhonx-coder,User,https://github.com/Jhonx-coder,https://avatars.githubusercontent.com/u/238842768?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/Jhonx-coder/Perayaan-Natal-dan-Tahun-Baru-2025-2026/forks,https://github.com/Jhonx-coder/Perayaan-Natal-dan-Tahun-Baru-2025-2026.git,,natal 2026
4,Qubala-pl/NataliaiKuba,https://github.com/Qubala-pl/NataliaiKuba,Zaproszenie na ślub - 26.06.2026,0,0,0,HTML,2025-05-14T09:29:22Z,2025-09-24T12:36:30Z,2025-09-24T12:36:27Z,238,,,,0,main,False,False,False,False,Qubala-pl,User,https://github.com/Qubala-pl,https://avatars.githubusercontent.com/u/211651924?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/Qubala-pl/NataliaiKuba/forks,https://github.com/Qubala-pl/NataliaiKuba.git,,natal 2026
5,Jhonx-coder/Perayaan-Natal-Tahun-Baru-2025-2026,https://github.com/Jhonx-coder/Perayaan-Natal-Tahun-Baru-2025-2026,web,0,0,0,HTML,2025-12-08T02:36:20Z,2025-12-08T02:42:55Z,2025-12-08T02:42:51Z,6,,,,0,main,False,False,False,False,Jhonx-coder,User,https://github.com/Jhonx-coder,https://avatars.githubusercontent.com/u/238842768?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/Jhonx-coder/Perayaan-Natal-Tahun-Baru-2025-2026/forks,https://github.com/Jhonx-coder/Perayaan-Natal-Tahun-Baru-2025-2026.git,,natal 2026
6,karinatmamian-alt/-IPZ-22-301_-INDEPENDENT--TmamianKarina_NataliaKurmazenko--IEU--2025-,https://github.com/karinatmamian-alt/-IPZ-22-301_-INDEPENDENT--TmamianKarina_NataliaKurmazenko--IEU--2025-,Репозиторій для самостійних робіт з предмету Веб-технології та Веб-дизайн 2025-2026,0,0,0,HTML,2025-11-11T00:47:37Z,2025-11-11T01:45:42Z,2025-11-11T01:45:38Z,3,,,,0,main,False,False,False,False,karinatmamian-alt,User,https://github.com/karinatmamian-alt,https://avatars.githubusercontent.com/u/237874193?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/karinatmamian-alt/-IPZ-22-301_-INDEPENDENT--TmamianKarina_NataliaKurmazenko--IEU--2025-/forks,https://github.com/karinatmamian-alt/-IPZ-22-301_-INDEPENDENT--TmamianKarina_NataliaKurmazenko--IEU--2025-.git,,natal 2026
